Bid Item Category,Bid Item Num,Bid Item Number,Bid Item Description,Quantity,UOM
624,25096,624-25096,96 Inch Drainage Pipe (Class 5),0,LF
624,25097,624-25097,96 Inch Drainage Pipe (Class 5) (Complete In Place),0,LF
624,25108,624-25108,108 Inch Drainage Pipe (Class 5),0,LF
624,25109,624-25109,108 Inch Drainage Pipe (Class 5) (Complete In Place),0,LF
624,25114,624-25114,114 Inch Drainage Pipe (Class 5),0,LF
624,25115,624-25115,114 Inch Drainage Pipe (Class 5) (Complete In Place),0,LF
624,25120,624-25120,120 Inch Drainage Pipe (Class 5),0,LF
624,25121,624-25121,120 Inch Drainage Pipe (Class 5) (Complete In Place),0,LF
624,26006,624-26006,6 Inch Drainage Pipe (Class 6),0,LF
624,26007,624-26007,6 Inch Drainage Pipe (Class 6) (Complete In Place),0,LF
624,26008,624-26008,8 Inch Drainage Pipe (Class 6),0,LF
624,26009,624-26009,8 Inch Drainage Pipe (Class 6) (Complete In Place),0,LF
624,26010,624-26010,10 Inch Drainage Pipe (Class 6),0,LF
624,26011,624-26011,10 Inch Drainage Pipe (Class 6) (Complete In Place),0,LF
624,26012,624-26012,12 Inch Drainage Pipe (Class 6),0,LF
624,26013,624-26013,12 Inch Drainage Pipe (Class 6) (Complete In Place),0,LF
624,26015,624-26015,15 Inch Drainage Pipe (Class 6),0,LF
624,26016,624-26016,15 Inch Drainage Pipe (Class 6) (Complete In Place),0,LF
624,26018,624-26018,18 Inch Drainage Pipe (Class 6),0,LF
624,26019,624-26019,18 Inch Drainage Pipe (Class 6) (Complete In Place),0,LF
624,26021,624-26021,21 Inch Drainage Pipe (Class 6),0,LF
624,26022,624-26022,21 Inch Drainage Pipe (Class 6) (Complete In Place),0,LF
624,26024,624-26024,24 Inch Drainage Pipe (Class 6),0,LF
624,26025,624-26025,24 Inch Drainage Pipe (Class 6) (Complete In Place),0,LF
624,26027,624-26027,27 Inch Drainage Pipe (Class 6),0,LF
624,26028,624-26028,27 Inch Drainage Pipe (Class 6) (Complete In Place),0,LF
624,26030,624-26030,30 Inch Drainage Pipe (Class 6),0,LF
624,26031,624-26031,30 Inch Drainage Pipe (Class 6) (Complete In Place),0,LF
624,26036,624-26036,36 Inch Drainage Pipe (Class 6),0,LF
624,26037,624-26037,36 Inch Drainage Pipe (Class 6) (Complete In Place),0,LF
624,26042,624-26042,42 Inch Drainage Pipe (Class 6),0,LF
624,26043,624-26043,42 Inch Drainage Pipe (Class 6) (Complete In Place),0,LF
624,26048,624-26048,48 Inch Drainage Pipe (Class 6),0,LF
624,26049,624-26049,48 Inch Drainage Pipe (Class 6) (Complete In Place),0,LF
624,26054,624-26054,54 Inch Drainage Pipe (Class 6),0,LF
624,26055,624-26055,54 Inch Drainage Pipe (Class 6) (Complete In Place),0,LF
624,26060,624-26060,60 Inch Drainage Pipe (Class 6),0,LF
624,26061,624-26061,60 Inch Drainage Pipe (Class 6) (Complete In Place),0,LF
624,26066,624-26066,66 Inch Drainage Pipe (Class 6),0,LF
624,26067,624-26067,66 Inch Drainage Pipe (Class 6) (Complete In Place),0,LF
624,26072,624-26072,72 Inch Drainage Pipe (Class 6),0,LF
624,26073,624-26073,72 Inch Drainage Pipe (Class 6) (Complete In Place),0,LF
624,26078,624-26078,78 Inch Drainage Pipe (Class 6),0,LF
624,26079,624-26079,78 Inch Drainage Pipe (Class 6) (Complete In Place),0,LF
624,26084,624-26084,84 Inch Drainage Pipe (Class 6),0,LF
624,26085,624-26085,84 Inch Drainage Pipe (Class 6) (Complete In Place),0,LF
624,26090,624-26090,90 Inch Drainage Pipe (Class 6),0,LF
624,26091,624-26091,90 Inch Drainage Pipe (Class 6) (Complete In Place),0,LF
624,26096,624-26096,96 Inch Drainage Pipe (Class 6),0,LF
624,26097,624-26097,96 Inch Drainage Pipe (Class 6) (Complete In Place),0,LF
624,26108,624-26108,108 Inch Drainage Pipe (Class 6),0,LF
624,26109,624-26109,108 Inch Drainage Pipe (Class 6) (Complete In Place),0,LF
624,26114,624-26114,114 Inch Drainage Pipe (Class 6),0,LF
624,26115,624-26115,114 Inch Drainage Pipe (Class 6) (Complete In Place),0,LF
624,26120,624-26120,120 Inch Drainage Pipe (Class 6),0,LF
624,26121,624-26121,120 Inch Drainage Pipe (Class 6) (Complete In Place),0,LF
624,27006,624-27006,6 Inch Drainage Pipe (Class 7),0,LF
624,27007,624-27007,6 Inch Drainage Pipe (Class 7) (Complete In Place),0,LF
624,27008,624-27008,8 Inch Drainage Pipe (Class 7),0,LF
624,27009,624-27009,8 Inch Drainage Pipe (Class 7) (Complete In Place),0,LF
624,27010,624-27010,10 Inch Drainage Pipe (Class 7),0,LF
624,27011,624-27011,10 Inch Drainage Pipe (Class 7) (Complete In Place),0,LF
624,27012,624-27012,12 Inch Drainage Pipe (Class 7),0,LF
624,27013,624-27013,12 Inch Drainage Pipe (Class 7) (Complete In Place),0,LF
624,27015,624-27015,15 Inch Drainage Pipe (Class 7),0,LF
624,27016,624-27016,15 Inch Drainage Pipe (Class 7) (Complete In Place),0,LF
624,27018,624-27018,18 Inch Drainage Pipe (Class 7),0,LF
624,27019,624-27019,18 Inch Drainage Pipe (Class 7) (Complete In Place),0,LF
624,27021,624-27021,21 Inch Drainage Pipe (Class 7),0,LF
624,27022,624-27022,21 Inch Drainage Pipe (Class 7) (Complete In Place),0,LF
624,27024,624-27024,24 Inch Drainage Pipe (Class 7),0,LF
624,27025,624-27025,24 Inch Drainage Pipe (Class 7) (Complete In Place),0,LF
624,27027,624-27027,27 Inch Drainage Pipe (Class 7),0,LF
624,27028,624-27028,27 Inch Drainage Pipe (Class 7) (Complete In Place),0,LF
624,27030,624-27030,30 Inch Drainage Pipe (Class 7),0,LF
624,27031,624-27031,30 Inch Drainage Pipe (Class 7) (Complete In Place),0,LF
624,27036,624-27036,36 Inch Drainage Pipe (Class 7),0,LF
624,27037,624-27037,36 Inch Drainage Pipe (Class 7) (Complete In Place),0,LF
624,27042,624-27042,42 Inch Drainage Pipe (Class 7),0,LF
624,27043,624-27043,42 Inch Drainage Pipe (Class 7) (Complete In Place),0,LF
624,27048,624-27048,48 Inch Drainage Pipe (Class 7),0,LF
624,27049,624-27049,48 Inch Drainage Pipe (Class 7) (Complete In Place),0,LF
624,27054,624-27054,54 Inch Drainage Pipe (Class 7),0,LF
624,27055,624-27055,54 Inch Drainage Pipe (Class 7) (Complete In Place),0,LF
624,27060,624-27060,60 Inch Drainage Pipe (Class 7),0,LF
624,27061,624-27061,60 Inch Drainage Pipe (Class 7) (Complete In Place),0,LF
624,27066,624-27066,66 Inch Drainage Pipe (Class 7),0,LF
624,27067,624-27067,66 Inch Drainage Pipe (Class 7) (Complete In Place),0,LF
624,27072,624-27072,72 Inch Drainage Pipe (Class 7),0,LF
624,27073,624-27073,72 Inch Drainage Pipe (Class 7) (Complete In Place),0,LF
624,27078,624-27078,78 Inch Drainage Pipe (Class 7),0,LF
624,27079,624-27079,78 Inch Drainage Pipe (Class 7) (Complete In Place),0,LF
624,27084,624-27084,84 Inch Drainage Pipe (Class 7),0,LF
624,27085,624-27085,84 Inch Drainage Pipe (Class 7) (Complete In Place),0,LF
624,27090,624-27090,90 Inch Drainage Pipe (Class 7),0,LF
624,27091,624-27091,90 Inch Drainage Pipe (Class 7) (Complete In Place),0,LF
624,27096,624-27096,96 Inch Drainage Pipe (Class 7),0,LF
624,27097,624-27097,96 Inch Drainage Pipe (Class 7) (Complete In Place),0,LF
624,27108,624-27108,108 Inch Drainage Pipe (Class 7),0,LF
624,27109,624-27109,108 Inch Drainage Pipe (Class 7) (Complete In Place),0,LF
624,27114,624-27114,114 Inch Drainage Pipe (Class 7),0,LF
624,27115,624-27115,114 Inch Drainage Pipe (Class 7) (Complete In Place),0,LF
624,27120,624-27120,120 Inch Drainage Pipe (Class 7),0,LF
624,27121,624-27121,120 Inch Drainage Pipe (Class 7) (Complete In Place),0,LF
624,28006,624-28006,6 Inch Drainage Pipe (Class 8),0,LF
624,28007,624-28007,6 Inch Drainage Pipe (Class 8) (Complete In Place),0,LF
624,28008,624-28008,8 Inch Drainage Pipe (Class 8),0,LF
624,28009,624-28009,8 Inch Drainage Pipe (Class 8) (Complete In Place),0,LF
624,28010,624-28010,10 Inch Drainage Pipe (Class 8),0,LF
624,28011,624-28011,10 Inch Drainage Pipe (Class 8) (Complete In Place),0,LF
624,28012,624-28012,12 Inch Drainage Pipe (Class 8),0,LF
624,28013,624-28013,12 Inch Drainage Pipe (Class 8) (Complete In Place),0,LF
624,28015,624-28015,15 Inch Drainage Pipe (Class 8),0,LF
624,28016,624-28016,15 Inch Drainage Pipe (Class 8) (Complete in Place),0,LF
624,28018,624-28018,18 Inch Drainage Pipe (Class 8),0,LF
624,28019,624-28019,18 Inch Drainage Pipe (Class 8) (Complete in Place),0,LF
624,28021,624-28021,21 Inch Drainage Pipe (Class 8),0,LF
624,28022,624-28022,21 Inch Drainage Pipe (Class 8) (Complete In Place),0,LF
624,28024,624-28024,24 Inch Drainage Pipe (Class 8),0,LF
624,28025,624-28025,24 Inch Drainage Pipe (Class 8) (Complete in Place),0,LF
624,28027,624-28027,27 Inch Drainage Pipe (Class 8),0,LF
624,28028,624-28028,27 Inch Drainage Pipe (Class 8) (Complete In Place),0,LF
624,28030,624-28030,30 Inch Drainage Pipe (Class 8),0,LF
624,28031,624-28031,30 Inch Drainage Pipe (Class 8) (Complete in Place),0,LF
624,28036,624-28036,36 Inch Drainage Pipe (Class 8),0,LF
624,28037,624-28037,36 Inch Drainage Pipe (Class 8) (Complete in Place),0,LF
624,28042,624-28042,42 Inch Drainage Pipe (Class 8),0,LF
624,28043,624-28043,42 Inch Drainage Pipe (Class 8) (Complete in Place),0,LF
624,28048,624-28048,48 Inch Drainage Pipe (Class 8),0,LF
624,28049,624-28049,48 Inch Drainage Pipe (Class 8) (Complete in Place),0,LF
624,28054,624-28054,54 Inch Drainage Pipe (Class 8),0,LF
624,28055,624-28055,54 Inch Drainage Pipe (Class 8) (Complete in Place),0,LF
624,28060,624-28060,60 Inch Drainage Pipe (Class 8),0,LF
624,28061,624-28061,60 Inch Drainage Pipe (Class 8) (Complete In Place),0,LF
624,28066,624-28066,66 Inch Drainage Pipe (Class 8),0,LF
624,28067,624-28067,66 Inch Drainage Pipe (Class 8) (Complete In Place),0,LF
624,28072,624-28072,72 Inch Drainage Pipe (Class 8),0,LF
624,28073,624-28073,72 Inch Drainage Pipe (Class 8) (Complete In Place),0,LF
624,28078,624-28078,78 Inch Drainage Pipe (Class 8),0,LF
624,28079,624-28079,78 Inch Drainage Pipe (Class 8) (Complete In Place),0,LF
624,28084,624-28084,84 Inch Drainage Pipe (Class 8),0,LF
624,28085,624-28085,84 Inch Drainage Pipe (Class 8) (Complete In Place),0,LF
624,28090,624-28090,90 Inch Drainage Pipe (Class 8),0,LF
624,28091,624-28091,90 Inch Drainage Pipe (Class 8) (Complete In Place),0,LF
624,28096,624-28096,96 Inch Drainage Pipe (Class 8),0,LF
624,28097,624-28097,96 Inch Drainage Pipe (Class 8) (Complete In Place),0,LF
624,28108,624-28108,108 Inch Drainage Pipe (Class 8),0,LF
624,28109,624-28109,108 Inch Drainage Pipe (Class 8) (Complete In Place),0,LF
624,28114,624-28114,114 Inch Drainage Pipe (Class 8),0,LF
624,28115,624-28115,114 Inch Drainage Pipe (Class 8) (Complete In Place),0,LF
624,28120,624-28120,120 Inch Drainage Pipe (Class 8),0,LF
624,28121,624-28121,120 Inch Drainage Pipe (Class 8) (Complete In Place),0,LF
624,29006,624-29006,6 Inch Drainage Pipe (Class 9),0,LF
624,29007,624-29007,6 Inch Drainage Pipe (Class 9) (Complete In Place),0,LF
624,29008,624-29008,8 Inch Drainage Pipe (Class 9),0,LF
624,29009,624-29009,8 Inch Drainage Pipe (Class 9) (Complete In Place),0,LF
624,29010,624-29010,10 Inch Drainage Pipe (Class 9),0,LF
624,29011,624-29011,10 Inch Drainage Pipe (Class 9) (Complete In Place),0,LF
624,29012,624-29012,12 Inch Drainage Pipe (Class 9),0,LF
624,29013,624-29013,12 Inch Drainage Pipe (Class 9) (Complete In Place),0,LF
624,29015,624-29015,15 Inch Drainage Pipe (Class 9),0,LF
624,29016,624-29016,15 Inch Drainage Pipe (Class 9) (Complete In Place),0,LF
624,29018,624-29018,18 Inch Drainage Pipe (Class 9),0,LF
624,29019,624-29019,18 Inch Drainage Pipe (Class 9) (Complete In Place),0,LF
624,29021,624-29021,21 Inch Drainage Pipe (Class 9),0,LF
624,29022,624-29022,21 Inch Drainage Pipe (Class 9) (Complete In Place),0,LF
624,29024,624-29024,24 Inch Drainage Pipe (Class 9),0,LF
624,29025,624-29025,24 Inch Drainage Pipe (Class 9) (Complete In Place),0,LF
624,29027,624-29027,27 Inch Drainage Pipe (Class 9),0,LF
624,29028,624-29028,27 Inch Drainage Pipe (Class 9) (Complete In Place),0,LF
624,29030,624-29030,30 Inch Drainage Pipe (Class 9),0,LF
624,29031,624-29031,30 Inch Drainage Pipe (Class 9) (Complete In Place),0,LF
624,29036,624-29036,36 Inch Drainage Pipe (Class 9),0,LF
624,29037,624-29037,36 Inch Drainage Pipe (Class 9) (Complete In Place),0,LF
624,29042,624-29042,42 Inch Drainage Pipe (Class 9),0,LF
624,29043,624-29043,42 Inch Drainage Pipe (Class 9) (Complete In Place),0,LF
624,29048,624-29048,48 Inch Drainage Pipe (Class 9),0,LF
624,29049,624-29049,48 Inch Drainage Pipe (Class 9) (Complete In Place),0,LF
624,29054,624-29054,54 Inch Drainage Pipe (Class 9),0,LF
624,29055,624-29055,54 Inch Drainage Pipe (Class 9) (Complete In Place),0,LF
624,29060,624-29060,60 Inch Drainage Pipe (Class 9),0,LF
624,29061,624-29061,60 Inch Drainage Pipe (Class 9) (Complete In Place),0,LF
624,29066,624-29066,66 Inch Drainage Pipe (Class 9),0,LF
624,29067,624-29067,66 Inch Drainage Pipe (Class 9) (Complete In Place),0,LF
624,29072,624-29072,72 Inch Drainage Pipe (Class 9),0,LF
624,29073,624-29073,72 Inch Drainage Pipe (Class 9) (Complete In Place),0,LF
624,29078,624-29078,78 Inch Drainage Pipe (Class 9),0,LF
624,29079,624-29079,78 Inch Drainage Pipe (Class 9) (Complete In Place),0,LF
624,29084,624-29084,84 Inch Drainage Pipe (Class 9),0,LF
624,29085,624-29085,84 Inch Drainage Pipe (Class 9) (Complete In Place),0,LF
624,29090,624-29090,90 Inch Drainage Pipe (Class 9),0,LF
624,29091,624-29091,90 Inch Drainage Pipe (Class 9) (Complete In Place),0,LF
624,29096,624-29096,96 Inch Drainage Pipe (Class 9),0,LF
624,29097,624-29097,96 Inch Drainage Pipe (Class 9) (Complete In Place),0,LF
624,29108,624-29108,108 Inch Drainage Pipe (Class 9),0,LF
624,29109,624-29109,108 Inch Drainage Pipe (Class 9) (Complete In Place),0,LF
624,29114,624-29114,114 Inch Drainage Pipe (Class 9),0,LF
624,29115,624-29115,114 Inch Drainage Pipe (Class 9) (Complete In Place),0,LF
624,29120,624-29120,120 Inch Drainage Pipe (Class 9),0,LF
624,29121,624-29121,120 Inch Drainage Pipe (Class 9) (Complete In Place),0,LF
624,30006,624-30006,6 Inch Drainage Pipe (Class 10),0,LF
624,30007,624-30007,6 Inch Drainage Pipe (Class 10) (Complete In Place),0,LF
624,30008,624-30008,8 Inch Drainage Pipe (Class 10),0,LF
624,30009,624-30009,8 Inch Drainage Pipe (Class 10) (Complete In Place),0,LF
624,30010,624-30010,10 Inch Drainage Pipe (Class 10),0,LF
624,30011,624-30011,10 Inch Drainage Pipe (Class 10) (Complete In Place),0,LF
624,30012,624-30012,12 Inch Drainage Pipe Class 10),0,LF
624,30013,624-30013,12 Inch Drainage Pipe (Class 10) (Complete In Place),0,LF
624,30015,624-30015,15 Inch Drainage Pipe (Class 10),0,LF
624,30016,624-30016,15 Inch Drainage Pipe (Class 10) (Complete In Place),0,LF
624,30018,624-30018,18 Inch Drainage Pipe (Class 10),0,LF
624,30019,624-30019,18 Inch Drainage Pipe (Class 10) (Complete In Place),0,LF
624,30021,624-30021,21 Inch Drainage Pipe (Class 10),0,LF
624,30022,624-30022,21 Inch Drainage Pipe (Class 10) (Complete In Place),0,LF
624,30024,624-30024,24 Inch Drainage Pipe (Class 10),0,LF
624,30025,624-30025,24 Inch Drainage Pipe (Class 10) (Complete In Place),0,LF
624,30027,624-30027,27 Inch Drainage Pipe (Class 10),0,LF
624,30028,624-30028,27 Inch Drainage Pipe (Class 10) (Complete In Place),0,LF
624,30030,624-30030,30 Inch Drainage Pipe (Class 10),0,LF
624,30031,624-30031,30 Inch Drainage Pipe (Class 10) (Complete In Place),0,LF
624,30036,624-30036,36 Inch Drainage Pipe (Class 10),0,LF
624,30037,624-30037,36 Inch Drainage Pipe (Class 10) (Complete In Place),0,LF
624,30042,624-30042,42 Inch Drainage Pipe (Class 10),0,LF
624,30043,624-30043,42 Inch Drainage Pipe (Class 10) (Complete In Place),0,LF
624,30048,624-30048,48 Inch Drainage Pipe (Class 10),0,LF
624,30049,624-30049,48 Inch Drainage Pipe (Class 10) (Complete In Place),0,LF
624,30054,624-30054,54 Inch Drainage Pipe (Class 10),0,LF
624,30055,624-30055,54 Inch Drainage Pipe (Class 10) (Complete In Place),0,LF
624,30060,624-30060,60 Inch Drainage Pipe (Class 10),0,LF
624,30061,624-30061,60 Inch Drainage Pipe (Class 10) (Complete In Place),0,LF
624,30066,624-30066,66 Inch Drainage Pipe (Class 10),0,LF
624,30067,624-30067,66 Inch Drainage Pipe (Class 10) (Complete In Place),0,LF
624,30072,624-30072,72 Inch Drainage Pipe (Class 10),0,LF
624,30073,624-30073,72 Inch Drainage Pipe (Class 10) (Complete In Place),0,LF
624,30078,624-30078,78 Inch Drainage Pipe (Class 10),0,LF
624,30079,624-30079,78 Inch Drainage Pipe (Class 10) (Complete In Place),0,LF
624,30084,624-30084,84 Inch Drainage Pipe (Class 10),0,LF
624,30085,624-30085,84 Inch Drainage Pipe (Class 10) (Complete In Place),0,LF
624,30090,624-30090,90 Inch Drainage Pipe (Class 10),0,LF
624,30091,624-30091,90 Inch Drainage Pipe (Class 10) (Complete In Place),0,LF
624,30096,624-30096,96 Inch Drainage Pipe (Class 10),0,LF
624,30097,624-30097,96 Inch Drainage Pipe (Class 10) (Complete In Place),0,LF
624,30108,624-30108,108 Inch Drainage Pipe (Class 10),0,LF
624,30109,624-30109,108 Inch Drainage Pipe (Class 10) (Complete In Place),0,LF
624,30114,624-30114,114 Inch Drainage Pipe (Class 10),0,LF
624,30115,624-30115,114 Inch Drainage Pipe (Class 10) (Complete In Place),0,LF
624,30120,624-30120,120 Inch Drainage Pipe (Class 10),0,LF
624,30121,624-30121,120 Inch Drainage Pipe (Class 10) (Complete In Place),0,LF
624,40018,624-40018,18 Inch Equivalent Drainage Pipe Elliptical (Class 0),0,LF
624,40019,624-40019,18 Inch Equivalent Drainage Pipe Elliptical (Class 0) (Compl,0,LF
624,40021,624-40021,21 Inch Equivalent Drainage Pipe Elliptical (Class 0),0,LF
624,40022,624-40022,21 Inch Equivalent Drainage Pipe Elliptical (Class 0) (Compl,0,LF
624,40024,624-40024,24 Inch Equivalent Drainage Pipe Elliptical (Class 0),0,LF
624,40025,624-40025,24 Inch Equivalent Drainage Pipe Elliptical (Class 0) (Compl,0,LF
624,40027,624-40027,27 Inch Equivalent Drainage Pipe Elliptical (Class 0),0,LF
624,40028,624-40028,27 Inch Equivalent Drainage Pipe Elliptical (Class 0) (Compl,0,LF
624,40030,624-40030,30 Inch Equivalent Drainage Pipe Elliptical (Class 0),0,LF
624,40031,624-40031,30 Inch Equivalent Drainage Pipe Elliptical (Class 0) (Compl,0,LF
624,40036,624-40036,36 Inch Equivalent Drainage Pipe Elliptical (Class 0),0,LF
624,40037,624-40037,36 Inch Equivalent Drainage Pipe Elliptical (Class 0) (Compl,0,LF
624,40042,624-40042,42 Inch Equivalent Drainage Pipe Elliptical (Class 0),0,LF
624,40043,624-40043,42 Inch Equivalent Drainage Pipe Elliptical (Class 0) (Compl,0,LF
624,40048,624-40048,48 Inch Equivalent Drainage Pipe Elliptical (Class 0),0,LF
624,40049,624-40049,48 Inch Equivalent Drainage Pipe Elliptical (Class 0) (Compl,0,LF
624,40054,624-40054,54 Inch Equivalent Drainage Pipe Elliptical (Class 0),0,LF
624,40055,624-40055,54 Inch Equivalent Drainage Pipe Elliptical (Class 0) (Compl,0,LF
624,40060,624-40060,60 Inch Equivalent Drainage Pipe Elliptical (Class 0),0,LF
624,40061,624-40061,60 Inch Equivalent Drainage Pipe Elliptical (Class 0) (Compl,0,LF
624,40066,624-40066,66 Inch Equivalent Drainage Pipe Elliptical (Class 0),0,LF
624,40067,624-40067,66 Inch Equivalent Drainage Pipe Elliptical (Class 0) (Compl,0,LF
624,40072,624-40072,72 Inch Equivalent Drainage Pipe Elliptical (Class 0),0,LF
624,40073,624-40073,72 Inch Equivalent Drainage Pipe Elliptical (Class 0) (Compl,0,LF
624,40078,624-40078,78 Inch Equivalent Drainage Pipe Elliptical (Class 0),0,LF
624,40079,624-40079,78 Inch Equivalent Drainage Pipe Elliptical (Class 0) (Compl,0,LF
624,40084,624-40084,84 Inch Equivalent Drainage Pipe Elliptical (Class 0),0,LF
624,40085,624-40085,84 Inch Equivalent Drainage Pipe Elliptical (Class 0) (Compl,0,LF
624,40090,624-40090,90 Inch Equivalent Drainage Pipe Elliptical (Class 0),0,LF
624,40091,624-40091,90 Inch Equivalent Drainage Pipe Elliptical (Class 0) (Compl,0,LF
624,40096,624-40096,96 Inch Equivalent Drainage Pipe Elliptical (Class 0),0,LF
624,40097,624-40097,96 Inch Equivalent Drainage Pipe Elliptical (Class 0) (Compl,0,LF
624,40102,624-40102,102 Inch Equivalent Drainage Pipe Elliptical (Class 0),0,LF
624,40103,624-40103,102 Inch Equivalent Drainage Pipe Elliptical (Class 0) (Comp,0,LF
624,40108,624-40108,108 Inch Equivalent Drainage Pipe Elliptical (Class 0),0,LF
624,40109,624-40109,108 Inch Equivalent Drainage Pipe Elliptical (Class 0) (Comp,0,LF
624,41018,624-41018,18 Inch Equivalent Drainage Pipe Elliptical (Class 1),0,LF
624,41019,624-41019,18 Inch Equivalent Drainage Pipe Elliptical (Class 1) (Compl,0,LF
624,41021,624-41021,21 Inch Equivalent Drainage Pipe Elliptical (Class 1),0,LF
624,41022,624-41022,21 Inch Equivalent Drainage Pipe Elliptical (Class 1) (Compl,0,LF
624,41024,624-41024,24 Inch Equivalent Drainage Pipe Elliptical (Class 1),0,LF
624,41025,624-41025,24 Inch Equivalent Drainage Pipe Elliptical (Class 1) (Compl,0,LF
624,41027,624-41027,27 Inch Equivalent Drainage Pipe Elliptical (Class 1),0,LF
624,41028,624-41028,27 Inch Equivalent Drainage Pipe Elliptical (Class 1) (Compl,0,LF
624,41030,624-41030,30 Inch Equivalent Drainage Pipe Elliptical (Class 1),0,LF
